legal_entity_customer_number,banding,credit_risk_rating_description,exist_days,prod_mix_m1,prod_mix_m2,prod_mix_m3,prod_mix_m4,prod_mix_m5,prod_mix_m6,prod_mix_m7,prod_mix_m8,prod_mix_m9,sites_visited_m1,sites_visited_m2,sites_visited_m3,sites_visited_m4,sites_visited_m5,sites_visited_m6,sites_visited_m7,sites_visited_m8,sites_visited_m9,volume_m1,volume_m2,volume_m3,volume_m4,volume_m5,volume_m6,volume_m7,volume_m8,volume_m9,churn_label
2295,C,C - High Risk,2166,4,5,4,6,5,6,4,7,8,16,14,19,21,11,9,9,19,12,2268.16,2041.82,2319.45,2395.15,1068.04,1232.29,649.3,1840.25,1465.82,0
2296,D,B - Medium,2166,7,6,5,5,6,6,5,7,5,3,2,1,2,2,2,2,2,2,195.43,38.09,57.99,8.16,37.34,91.13,11.85,37.79,26.05,0
2297,B,C - High Risk,2160,4,5,5,5,5,5,5,4,3,21,30,20,15,23,22,27,27,21,3830.48,4063.37,2146.58,1398.81,3898.87,4114.58,4095.24,4394.9,3201.11,0
2298,D,C - High Risk,2156,6,6,5,4,8,9,7,6,7,1,1,1,1,1,1,1,1,1,56.3,71.79,39.28,26.48,63.63,71.22,73.85,74.24,91.87,0
2299,D,B - Medium,2144,5,6,5,0,5,6,5,6,6,9,13,7,0,8,8,9,6,6,988.51,3840.62,720.77,0,1771.47,2311.09,1513.74,182.08,446.28,1
2300,D,C - High Risk,2141,5,2,3,2,2,3,3,5,5,7,6,6,3,4,4,7,7,9,958.3,1123.02,1026.66,212.63,628.49,880.19,1137.38,880.19,1231.54,0
2301,C,C - High Risk,2159,13,12,15,10,8,11,12,11,17,33,31,28,20,21,23,16,21,28,2934.85,2369.62,3348.69,2168.11,1464.23,1748.91,599.44,1344.28,1795.34,0
2302,C,F - Other,2145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,33.11,66.54,26.51,31.36,21.1,22.99,22.11,86.01,72.99,0
2303,B,C - High Risk,2144,10,11,9,11,8,10,9,14,12,1,1,1,1,1,1,1,1,1,100.87,104.19,196.94,103.22,107.46,122.33,136.67,69.75,92.95,0
2304,B,C - High Risk,2151,7,8,6,4,3,4,5,5,5,26,17,8,3,3,5,4,10,8,3091.87,2936.57,787.61,89.04,177.69,115.92,199.78,660.07,511.89,0
2305,B,A - Low Risk,2153,6,5,3,3,0,2,4,4,3,13,7,2,4,0,3,9,3,3,2769.66,1271.44,127.56,74.46,0,87.82,270.82,46.59,82.99,0
2306,C,F - Other,2136,6,2,1,0,1,1,4,3,2,4,2,1,0,2,2,4,2,2,134.04,100.3,90.7,0,103.81,101.82,125.59,150.81,106.66,0
2307,D,C - High Risk,2145,9,8,9,10,6,8,9,8,11,5,6,5,6,6,6,10,7,8,142.85,451.39,444.04,259.98,326.09,355.81,1006.88,694.72,421.49,0
2308,D,C - High Risk,2148,4,4,3,4,3,3,4,3,4,7,7,6,6,8,8,7,5,6,2084.8,954.07,329.49,475.75,1744.07,958.45,1152.29,27.49,831.88,0
2309,B,C - High Risk,2138,7,4,7,4,4,4,10,7,9,21,18,18,13,13,17,18,17,20,17375.04,16689.71,19210.93,11935.94,11007.67,14173.52,10649.54,12480.47,10987.11,0
2310,D,B - Medium,2140,5,4,4,4,3,4,4,5,5,6,5,8,5,5,5,6,8,8,293.78,305.25,441.81,232.9,287.18,304.63,390.45,467.55,524.44,0
2311,D,C - High Risk,2136,2,2,1,1,1,1,2,1,3,8,9,9,8,8,8,10,7,11,697.53,940.6,746.51,617.6,711.91,901.84,988.23,629.76,955.46,0
2312,D,C - High Risk,2144,4,5,5,1,3,3,6,6,5,8,7,4,2,3,4,6,5,3,343.05,316.23,154.92,62.76,114.77,142.76,234.3,241.34,143.86,0
2313,C,B - Medium,2139,1,1,2,2,3,2,3,2,3,3,3,5,6,6,7,6,4,11,628.41,360.99,700.65,850.22,1608.73,1157.64,1216.38,1524.11,2727.2,0
2314,C,C - High Risk,2132,4,4,4,3,3,3,3,4,4,3,4,4,4,5,2,2,5,5,1433.51,1685.17,945.42,1363.49,1716.4,284.01,122.82,2413.17,2227,0
2315,D,C - High Risk,2133,5,7,6,5,5,7,5,3,3,10,12,8,7,9,7,11,6,4,551.97,522.17,481.22,325.68,335.06,339.46,432.38,415.92,199.59,1
2316,D,B - Medium,2121,2,2,2,2,2,4,0,2,2,1,1,1,1,1,1,0,1,1,12.14,10.14,11.97,9.71,19.47,20.33,0,19.54,11.33,0
2317,C,F - Other,2134,2,2,1,0,4,5,7,4,4,1,1,1,0,2,3,3,2,2,6.4,3.25,6.44,0,32.36,55.03,57.15,12.73,34.83,0
2318,D,C - High Risk,2122,4,5,4,3,3,5,4,4,6,4,4,3,2,3,4,4,3,4,158.4,214.3,105.08,66.29,147.63,229.76,191.58,85.34,206.65,0
2319,D,C - High Risk,2134,9,9,7,6,6,9,9,8,9,11,12,8,7,6,9,9,11,9,730.89,868.03,689.9,1009.7,1265.8,1124.96,1261.9,2092.74,1759.83,0
2320,C,F - Other,2124,2,1,2,2,1,2,3,2,1,2,1,2,2,2,3,3,3,2,27.77,23.26,38.84,31.99,29.65,99.24,76.5,98.63,44.51,0
2321,B,B - Medium,2124,4,6,5,0,3,5,5,6,7,10,12,6,0,7,9,14,11,10,4241.4,7837.41,3360.52,0,4798.28,5262.1,8047.94,5524.91,6210.05,0
2322,C,C - High Risk,2131,10,16,10,9,13,10,10,13,12,6,6,5,4,5,5,6,6,4,625.84,769.58,562.79,401.94,606.22,671.99,814.05,674.29,491.39,0
2323,B,B - Medium,2124,9,9,9,4,7,7,12,9,8,2,2,2,1,2,2,2,2,2,3204.83,2458.33,1956.92,275.64,2635.46,2482.79,2592.16,2415.99,3403.76,0
2324,C,C - High Risk,2130,5,4,8,4,5,3,4,5,5,1,1,1,1,1,1,1,1,1,30.95,41.82,86.72,83.41,86.54,41.26,83.65,48.3,96.63,0
2325,C,C - High Risk,2117,4,4,4,0,4,5,4,4,5,21,15,16,0,9,12,22,12,16,5920.51,6145.5,3503.57,0,368.75,1421.28,7422.01,2396.98,2940.77,0
2326,D,C - High Risk,2126,4,4,6,4,5,5,4,5,4,2,3,2,1,2,2,1,2,1,211.8,280.17,293.96,65.17,272.86,475.17,482.73,749,390.94,0
2327,D,C - High Risk,2124,1,2,1,3,2,2,1,1,1,7,9,7,9,10,14,5,7,8,465.27,588.54,429.17,542.35,541.61,680.09,407.11,363.25,481.56,0
2328,B,C - High Risk,2112,12,10,11,11,13,11,9,8,10,37,32,31,24,40,35,24,18,29,4724.46,3661.06,3658.27,1402.78,3967.55,5463.96,1471.23,1685.93,3643.03,0
2329,D,C - High Risk,2115,5,6,5,5,6,5,4,6,6,28,23,21,22,27,24,28,31,21,1840.61,1902.13,1486.9,1265.52,1731.19,1701.75,1903.23,2385.24,1937.16,0
2330,D,D - No Unsecured credit,2113,5,5,2,3,5,5,5,7,5,1,1,1,1,1,1,1,1,1,11.81,3.98,4.3,7.72,11.8,18.49,12.75,14.31,18.34,0
2331,B,C - High Risk,2118,12,11,11,8,10,10,9,13,12,33,39,30,17,30,31,31,38,38,4764.91,5805.6,4541.52,2882.99,4754.85,5748.3,6129.47,7528.52,6333.82,0
2332,D,C - High Risk,2120,7,7,5,9,7,6,5,8,6,10,10,10,10,8,9,8,12,11,570.1,1687.42,1218.64,864.41,755.37,479.39,1103.31,2607.31,1826.32,0
2333,C,C - High Risk,2113,6,7,7,3,6,5,6,7,6,15,22,18,2,17,21,19,18,21,1316.08,1651.15,1016.54,207.58,1041.19,1629.41,1965.56,1339.44,1739.95,0
2334,C,C - High Risk,2102,5,7,4,5,5,7,7,4,4,6,4,4,4,5,4,6,4,3,2194.41,2078.11,2283.56,1983.64,2394.76,1657.24,2462.05,1447.6,1169.67,0
2335,C,B - Medium,2108,1,3,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,132.28,454.2,95.77,639.4,566.68,465.7,393.46,475.72,656.29,0
2336,D,B - Medium,2087,8,8,7,7,7,8,9,7,8,2,3,1,1,1,2,3,2,2,128.96,145.77,59.12,40.33,36.45,51.42,97.28,63.22,75.93,0
2337,C,C - High Risk,2090,7,10,8,7,9,7,8,7,9,22,22,23,13,19,22,24,27,24,5165.81,3365.36,5143.43,2346.51,4136.35,4562.38,5641.55,4968.63,6725.11,0
2338,C,C - High Risk,2093,4,1,2,1,5,2,5,2,3,2,1,1,1,2,2,4,1,1,78.22,18.98,65.1,16.19,36.89,282.55,302.52,13.02,116.56,0
2339,B,C - High Risk,2096,7,9,9,11,8,7,7,7,9,26,25,27,27,25,25,25,22,32,24337.82,20940.55,23220.19,16584.41,18183.44,22910.96,17810.48,22429.65,21068.74,0
2340,C,C - High Risk,2093,10,10,9,7,7,8,11,7,8,22,25,18,19,13,16,24,13,23,2128.66,2977.35,2057.22,1980.31,1797.38,2578.35,2833.15,984.57,2647.3,0
2341,C,F - Other,2097,5,7,5,1,4,5,7,4,1,5,5,3,1,3,2,5,5,1,110.3,174.1,104.2,45.64,146.91,111.33,75.07,125.84,27.96,0
2342,C,C - High Risk,2096,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,212.91,85.41,34.65,13.96,35.22,22.34,20.9,11.07,11.17,0
2343,D,B - Medium,2086,3,2,2,1,5,3,9,2,5,1,2,2,1,2,3,5,3,3,228.26,288.77,245.06,239,250.52,365.62,540,587.84,672.82,0
2344,B,C - High Risk,2098,3,7,7,4,2,4,4,2,3,9,11,17,8,4,6,7,3,4,6859.92,11299.87,7424.2,1233.78,635.18,1458.37,301.75,619.06,262.13,0
2345,D,C - High Risk,2086,7,8,8,1,6,6,6,5,8,25,16,17,1,6,19,25,13,12,3487.43,1052.34,2476.47,280.91,341.32,2188.09,5892,2631.09,3024.71,0
2346,B,C - High Risk,2084,6,6,5,5,4,6,5,5,5,7,7,6,6,5,6,6,6,6,2411.88,2609.93,1935.58,1499.48,2336.35,2005.13,1835.06,1645.81,1367.26,0
2347,B,D - No Unsecured credit,2093,5,6,7,6,7,8,8,7,7,38,57,33,40,47,56,69,49,32,2416.97,3812.41,2831.02,2994.17,3735.5,4217.63,4826.98,3259.5,2281.51,0
2348,B,B - Medium,2084,6,8,6,3,5,7,6,6,9,5,7,7,4,3,6,5,7,6,330.21,510.8,694.67,340.28,17.71,358.86,395.74,477.21,174.13,0
2349,D,C - High Risk,2091,4,5,7,2,2,3,7,5,2,15,13,11,3,3,3,12,6,2,1498.42,1329.74,1138.02,416.8,410.28,370.41,1146.97,681.56,455.95,0
2350,C,F - Other,2071,5,5,5,2,4,5,7,8,4,1,1,1,1,1,3,4,5,2,392.43,436.94,528.47,93.89,457.32,376.35,493.17,572.26,524.84,0
2351,D,B - Medium,2075,1,2,0,1,1,1,4,3,0,1,2,0,1,1,1,5,7,0,176.84,41,0,41.34,45.06,182.44,165.87,418.69,0,0
2352,D,B - Medium,2080,3,1,1,2,4,4,3,2,1,2,2,2,2,3,4,2,3,2,69.65,67.27,72.97,62.53,133.75,260.28,61.9,216.68,60.04,0
2353,D,B - Medium,2086,10,10,11,9,7,10,6,7,6,5,4,6,5,5,6,4,5,5,269.83,297.36,343.84,326,341.4,352.04,437.09,430.93,335.84,0
2354,D,B - Medium,2070,2,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,2,3,426.93,308.04,103.45,414.95,144.71,78.75,74.3,200.26,1237.81,0
2355,B,B - Medium,2068,10,12,10,9,9,9,9,13,15,19,27,25,22,15,22,22,20,27,22886.95,22040.44,22615.9,13088.51,13774.54,17727.05,20548.18,18922.75,20807.24,0
2356,D,C - High Risk,2066,2,2,2,3,1,4,3,3,3,1,1,1,1,1,1,1,1,1,73.73,86.66,198.15,380.42,25.46,473.73,103.47,242.6,127.36,0
2357,D,C - High Risk,2059,5,6,4,5,4,4,4,5,4,6,5,4,4,4,5,4,6,6,2425.67,2679.57,1977.82,1733.18,1351.67,1966.45,1884.14,1689.18,2171.8,0
2358,D,B - Medium,2064,8,6,8,8,8,7,7,7,7,4,3,3,3,3,3,3,3,2,267.86,158.82,87.83,37.56,46.48,86.09,79.74,22.06,48.26,0
2359,C,C - High Risk,2062,3,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,4313.6,3363.76,4345.15,2168.01,2649.93,3792.62,4500.24,2872.46,4092.2,0
2360,D,C - High Risk,2068,9,6,7,7,6,7,5,7,5,4,5,7,5,4,3,4,4,3,413.27,1103.64,738.21,740.31,485.06,566.61,648.82,520.54,526.78,0
2361,C,F - Other,2071,2,4,2,0,3,1,4,2,4,2,2,1,0,2,1,2,3,2,32.19,28.59,22.25,0,32.98,22.67,64.78,44.97,27.06,0
2362,C,F - Other,2068,0,4,1,0,3,2,3,3,3,0,4,1,0,3,2,3,3,2,0,27.61,16.26,0,18.48,24.2,56.27,85.37,25.84,0
2363,C,C - High Risk,2070,11,11,10,10,11,11,10,10,10,19,22,20,17,26,27,25,27,28,2338.11,2924.84,2478.25,2120.47,3182.01,4045.2,3838.34,3052.14,3123.66,0
2364,A,C - High Risk,2058,7,6,6,4,6,6,6,3,0,26,23,23,8,19,24,23,4,0,16829.99,17529.01,18398.42,574.21,17962.98,18770.31,14601.66,88.74,0,0
2365,D,C - High Risk,2054,5,6,6,4,5,5,4,4,4,8,10,9,6,7,8,7,7,7,885.03,963.66,821.87,173.18,987.05,1110,1059.24,1208.78,1298.85,0
2366,C,F - Other,2053,1,2,3,0,1,2,2,2,1,2,3,3,0,1,3,3,2,3,81.43,64.25,54.78,0,17.55,53.4,77.59,88.65,70.85,0
2367,D,C - High Risk,2066,0,4,6,5,3,4,5,3,4,0,1,1,1,1,1,1,1,1,0,78.5,134.14,163.73,94.49,218.72,102.93,21.26,2.23,1
2368,D,C - High Risk,2067,9,10,9,7,8,8,10,7,8,20,21,19,14,18,20,20,15,15,2693.69,12973.76,805.19,607.49,873.64,724.75,762.81,845.36,684.26,0
2369,D,B - Medium,2058,2,3,2,2,2,3,4,4,4,3,4,5,3,3,4,3,3,3,899.53,1197.28,948.65,352.07,528.39,589.41,773.14,818.26,952.66,0
2370,B,C - High Risk,2065,9,9,12,9,7,8,11,8,9,196,150,205,156,132,174,170,148,133,19561.64,11809.53,20128.46,14249.49,11931.19,16162.62,15685.81,13487.69,13070.11,0
2371,C,F - Other,2056,5,2,2,1,1,6,3,4,4,1,1,1,1,1,1,1,1,1,5.22,3.43,2.85,2.12,1.86,5.16,2.15,2.67,2.82,0
2372,B,C - High Risk,2048,8,7,9,7,7,6,7,8,7,15,9,13,5,12,11,14,14,13,1664.73,1128.39,2028.89,664.69,1549.94,1783.56,2552.32,1757.37,1794.21,0
2373,D,C - High Risk,2064,4,4,4,4,4,4,4,4,5,11,12,11,11,10,12,15,12,14,1005.74,1045.52,941.09,962.46,1170.1,1259.33,1308.26,836.29,1061.66,0
2374,B,C - High Risk,2051,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,1498.2,1328.83,1367.94,1043.84,1101.75,1281.23,970.97,1022.55,1207.45,0
2375,D,C - High Risk,2058,0,6,4,3,4,3,3,4,3,0,1,1,1,1,1,1,1,1,0,38.91,41.04,9.28,27.65,14.31,63.96,54.12,26.57,0
2376,D,C - High Risk,2064,9,7,8,7,9,7,7,8,7,8,7,9,7,7,7,10,7,5,585.7,396.2,908.67,617.68,192.88,348.37,1025.82,826.16,899.13,0
2377,D,C - High Risk,2054,3,3,0,0,3,3,4,4,3,11,9,0,0,8,7,9,10,8,1042.02,751.13,0,0,485.89,654.76,1613.52,1322.36,478.89,0
2378,B,C - High Risk,2046,8,8,7,7,6,6,7,7,8,19,24,21,21,12,14,15,12,12,3364.89,4225.01,3877.38,3124.08,550.02,1722.54,1315.35,461.83,655.32,0
2379,C,F - Other,2058,3,6,1,2,1,4,5,6,5,2,2,3,1,2,3,2,2,3,140.45,205.31,98.86,47.73,77.86,255.83,143.29,186.25,215.61,0
2380,B,B - Medium,2042,7,10,8,8,8,8,9,9,10,25,33,40,29,30,42,40,34,36,6246.85,7408.96,11207.8,3370.72,5424.85,11750.2,9920.28,8276.64,10761.7,0
2381,D,C - High Risk,2056,5,6,4,3,5,4,6,4,3,9,9,8,4,8,9,8,7,13,247.99,332.41,526.08,132.61,318.46,382.38,304.94,315.52,499.46,0
2382,C,F - Other,2051,1,2,1,1,1,1,0,0,2,1,1,1,1,1,1,0,0,1,39.53,20.18,23.68,14.83,22.03,19.57,0,0,39.97,0
2383,D,C - High Risk,2052,7,6,6,5,9,7,7,8,7,14,16,14,10,13,11,10,13,15,1485.14,1001.24,1401.98,231,427.71,151.47,709.74,662.53,78.36,0
2384,C,C - High Risk,2052,6,6,0,6,6,5,4,0,6,12,13,0,10,11,9,7,0,10,1036.29,1320.94,0,103.16,1732.36,680.55,7.2,0,13.99,0
2385,C,B - Medium,2045,9,7,6,7,7,5,5,8,6,19,26,30,14,15,14,13,18,16,1877.21,2377.51,2861.24,1402.56,1421.16,1544.13,988.13,1561.4,1443.92,0
2386,B,B - Medium,2050,11,14,12,6,9,10,15,14,11,11,16,12,6,8,10,16,14,11,4791.74,6861.1,4970.24,2183.24,2731.52,4329.32,7160.62,6545.35,5616.31,0
2387,D,C - High Risk,2037,7,6,7,5,4,5,5,5,5,3,3,2,2,1,2,2,1,2,512.7,504.64,114.09,29.71,13.13,28.97,54.58,20,44.49,0
2388,C,F - Other,2036,3,2,0,2,1,1,2,2,1,1,1,0,1,1,1,1,1,1,38.95,35.84,0,12.39,11.14,12.04,22.49,23.65,11.72,0
2389,C,F - Other,2036,1,2,1,1,5,3,6,4,2,1,1,1,1,1,1,1,1,1,12.86,14.3,9.46,7.62,20.76,17.02,18.97,30.92,16.27,0
2390,D,C - High Risk,2029,2,4,3,3,2,4,4,3,4,3,3,1,1,1,3,2,3,1,305.48,524.43,264.37,169.33,189.38,456.31,662.63,483.15,507.98,0
2391,D,C - High Risk,2029,6,3,2,3,2,4,4,4,4,5,3,2,2,2,3,5,4,4,304.5,144.11,68.06,69.36,102.99,124.2,256.61,241.71,235.73,0
2392,D,C - High Risk,2035,4,3,4,4,0,6,6,5,4,3,3,5,4,0,6,6,4,4,295.11,633.39,652.45,431.44,0,461.25,445.44,185.62,465.87,0
2393,D,C - High Risk,2036,1,2,2,2,1,1,2,3,0,4,3,6,4,2,2,3,7,0,729.27,476.63,2177.59,584.82,208.26,285.79,350.85,1352.39,0,0
2394,D,C - High Risk,2043,6,5,3,3,3,4,5,2,3,1,1,1,1,1,1,1,1,1,84.84,70.89,55.87,56.03,50.64,53.42,69.07,54.59,61.24,0
2395,D,C - High Risk,2040,4,6,6,0,5,5,7,7,8,3,12,14,0,4,13,14,12,13,35.83,1258.7,1102.21,0,160.7,1354.74,1148.96,998.45,1045.06,0
2396,C,F - Other,2029,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,3,1,81.77,60.99,47.92,49,85.27,52.6,131.84,124,28.99,0
2397,B,C - High Risk,2039,9,11,11,7,7,9,10,7,8,18,20,26,11,19,24,30,25,27,2514.77,2439.12,2840.6,1633.94,2826.27,3738.61,4561.83,4016.26,4289.18,0
2398,D,D - No Unsecured credit,2040,6,7,5,6,6,6,4,7,0,10,13,6,5,9,7,7,7,0,779.25,1619.13,497.76,78.84,917.32,280.64,965.38,631.44,0,0
2399,C,C - High Risk,2030,7,9,6,7,9,8,11,9,10,7,13,8,5,10,8,14,10,9,8012.13,4433.28,4388.05,2876.61,6642.2,7229.07,5414.89,5733.75,3953.66,0
2400,C,C - High Risk,2029,7,8,7,6,5,4,5,5,5,12,12,12,8,8,6,6,7,5,5274.99,3781.46,3407.07,2752.88,3492.91,3533.03,4579.89,2510.81,67.2,0
2401,B,C - High Risk,2022,6,7,6,4,8,7,8,7,8,18,15,9,5,7,19,17,11,21,7780.17,5279.87,1810.94,1168.12,1759.95,3462.98,3441.15,3710.99,3926.08,0
2402,D,B - Medium,2023,1,2,1,3,1,5,2,5,4,1,1,1,1,1,1,1,1,1,6.16,11.19,5.72,5.61,4.28,16.57,12.9,19.03,16.31,0
2403,B,C - High Risk,2030,9,7,0,6,7,6,5,7,6,4,3,0,2,2,3,3,3,3,1608.72,2474.95,0,1804.36,1088.12,932.88,532.27,1182.15,1508.66,0
2404,D,C - High Risk,2028,1,2,2,1,2,2,2,2,1,8,8,9,5,7,9,9,8,7,3250.39,2811.64,2360.28,1940.8,2261.82,3308.27,3145.04,2904.61,2677.77,0
2405,D,C - High Risk,2017,3,4,3,0,0,3,4,3,3,13,14,9,0,0,7,7,13,9,810.02,1054.52,488.61,0,0,450.86,577.35,831.64,551.3,0
2406,A,B - Medium,2021,17,18,16,16,15,16,16,14,14,10,11,10,9,10,10,11,10,9,16316.53,14061.52,13410.91,9555.63,12999.47,14828.02,17276.03,12954.05,14375.87,0
2407,D,C - High Risk,2034,6,5,9,0,6,9,6,5,6,6,10,10,0,6,7,10,12,11,1342.32,3440.53,2236.4,0,2024.61,2980.28,3641.03,4940.5,4650.94,0
2408,C,C - High Risk,2031,3,6,8,5,5,4,4,7,5,6,11,15,10,10,6,6,8,11,1271.85,1759.76,2471.21,2527.29,1963.73,780.03,667.66,909.43,1858.28,0
2409,D,C - High Risk,2016,4,4,3,0,0,3,4,3,3,6,11,3,0,0,5,5,4,8,337.55,1157.73,146.03,0,0,52.86,235.34,145.95,446.49,0
2410,C,F - Other,2025,1,1,1,0,2,1,2,4,3,1,1,1,0,2,1,3,3,2,58.24,77.01,33.65,0,89.47,75.45,70.29,133.91,48.6,0
2411,D,C - High Risk,2027,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,18.09,9.02,15.49,14.97,43.43,45.29,16.86,19.2,65.75,0
2412,D,B - Medium,2013,4,5,5,6,5,5,5,5,5,1,1,1,1,1,1,1,1,1,46.88,55.09,54.16,89.69,50.39,74.42,60.98,62.88,53.52,0
2413,C,C - High Risk,2013,6,10,8,7,5,8,7,6,7,7,11,8,6,6,7,7,8,7,881.82,1121.95,1281.16,486.02,870.75,807.45,745.07,1005.18,749.9,0
2414,C,C - High Risk,2011,8,10,10,7,8,8,10,8,9,5,6,4,3,4,5,6,5,5,300.24,304.99,201.98,179.71,224.36,349.94,357.78,281.84,331.06,0
2415,C,C - High Risk,2014,3,4,3,3,3,2,3,3,3,8,8,7,5,5,4,7,7,5,5022.52,3802.63,4091.92,245.15,187.37,665.71,444.07,531.08,362.15,0
2416,B,C - High Risk,2018,4,4,3,4,3,3,5,4,3,1,2,2,1,1,1,2,2,1,3148.82,3045.07,3151.06,2521.09,2351.14,2002.78,1715.29,1884.87,1724.8,0
2417,D,C - High Risk,2003,8,6,6,6,7,7,7,7,7,6,4,3,2,5,6,5,2,4,946.67,306.32,286.36,34.12,564.72,652.25,746.31,139.35,447.46,0
2418,C,F - Other,2009,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,7.13,8.38,3.73,0,0,4.67,9.33,7.11,2.66,0
2419,B,C - High Risk,2013,13,13,17,10,16,12,11,13,12,37,40,39,22,34,48,36,40,45,9000.61,11903.33,12639.78,7457.03,11261.77,10020.65,8765.33,8778.55,10389.71,0
2420,A,A - Low Risk,2006,17,15,15,13,13,18,18,16,17,72,79,64,53,59,80,89,57,66,61490.94,54424.74,56243.5,22602.38,51270.43,56035,63072.9,46673.46,51656.03,0
2421,C,F - Other,2014,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,62.92,62.5,42.77,9.55,23.33,38.18,43.48,25.8,42.39,0
2422,D,B - Medium,2005,9,9,7,6,6,9,7,7,8,8,8,7,6,5,8,6,5,5,919.52,1180.41,1020.54,782.15,1152.08,1164.95,771.71,408.76,454.9,0
2423,B,B - Medium,2010,14,7,5,5,5,8,5,6,5,38,19,7,10,6,12,12,13,11,17463.34,6692.46,1865.78,1056.02,1286.55,7985.79,18113.46,16134.79,5390.81,0
2424,C,C - High Risk,1995,8,9,6,6,6,6,7,6,8,6,4,4,3,4,5,4,5,4,2241.72,1244.66,590.46,189.9,411.29,894.23,685.81,694.24,369.6,0
2425,B,A - Low Risk,2009,7,7,7,7,7,7,8,6,7,25,21,13,6,11,17,15,9,13,6173,5044.95,1932.99,870.59,2520.87,4332.72,4069.88,1286.97,1462.64,1
2426,C,C - High Risk,2004,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1627.02,1138.6,1922.37,1434.09,1315.49,1349.55,1296.12,1602.32,1668.01,0
2427,D,B - Medium,2002,3,1,4,4,2,4,2,3,1,1,1,1,1,1,1,1,1,1,43.94,24.26,54.86,61.69,32.51,101.7,59.77,102.09,21.48,0
2428,C,C - High Risk,2001,5,6,5,5,6,7,6,6,7,5,6,5,3,4,7,5,3,6,318.02,728.93,358.65,157.86,111.53,213.52,338.41,243.73,655.58,0
2429,C,F - Other,1993,3,6,2,0,1,4,4,3,3,2,3,1,0,1,2,2,4,2,107.27,101.99,134.08,0,63.69,89.93,57.48,175.52,98.46,0
2430,C,C - High Risk,2002,4,3,3,4,3,5,5,6,3,62,69,60,61,60,63,58,50,46,6331.81,6584.8,5491.91,6598.76,5963.32,6022.53,4706.77,4074.18,4235.34,0
2431,D,B - Medium,1995,9,6,7,6,5,6,5,6,8,19,11,19,10,8,10,9,8,16,942.18,662.05,911.67,509.69,514.05,700.25,310.56,217.57,550.14,0
2432,D,C - High Risk,1985,4,5,4,6,8,5,3,6,3,4,16,15,10,9,18,10,15,10,136.45,788.23,665.48,408.05,214.48,837.88,449.66,783.19,295.79,0
2433,D,B - Medium,1993,3,3,1,2,1,4,3,3,3,2,2,1,1,1,3,2,2,3,70.48,76.34,21.46,32.34,41.1,90.3,71.64,59.77,126.57,0
2434,A,A - Low Risk,1985,0,5,3,5,5,2,2,2,4,0,1,1,1,2,1,1,1,1,0,296.73,101.02,58.4,232.33,127.98,309.95,52.19,284.92,0
2435,A,A - Low Risk,1988,0,3,2,4,0,4,4,4,2,0,3,2,3,0,4,5,3,2,0,179.89,69.88,20.76,0,195.57,420.67,423.44,311.11,0
2436,A,A - Low Risk,1986,8,7,9,8,7,9,9,7,7,13,9,10,8,7,11,13,14,12,4718.67,2736.65,1857.32,916.45,1301.88,1837.76,3248.17,2601.39,1661.42,0
2437,A,A - Low Risk,1988,6,8,10,7,7,9,8,8,8,18,18,16,13,13,14,14,16,14,7094.78,4783.31,3973.99,2402.61,3242.6,3248.1,4166.77,4172.41,1980.33,0
2438,A,A - Low Risk,1986,8,9,9,8,8,9,7,8,7,7,6,8,6,5,6,6,7,7,2591.35,2553.13,3505.31,1470.17,2051.65,2630.9,2559.19,1847.93,2526,0
2439,A,A - Low Risk,1988,3,3,5,6,3,0,5,4,1,4,3,4,3,3,0,2,2,2,1095.08,561.26,590.84,465.78,249.93,0,124.2,271.76,286.68,0
2440,D,B - Medium,1992,4,3,2,0,4,3,3,4,3,3,2,2,0,4,4,3,8,5,119.85,63.92,109.49,0,245.99,229.52,160.1,379.04,199.06,0
2441,B,C - High Risk,1982,15,11,14,9,10,16,11,10,14,8,8,7,5,7,7,8,7,6,6297.89,4891,4425.19,2724.69,4275.69,4129.93,3972.08,4012.43,4304.24,0
2442,C,F - Other,1982,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17.72,11,11.52,11.46,11.65,10.92,18.24,9.93,9.09,0
2443,A,A - Low Risk,1988,5,3,7,8,5,9,7,8,7,9,6,10,12,10,10,8,12,9,2645.65,2205.62,3263.39,2443.38,2439.02,2015.52,2016.91,1541.59,1110.88,0
2444,C,F - Other,1978,4,2,3,0,2,1,2,2,4,2,2,1,0,2,1,2,3,2,138.68,142.48,46.1,0,88.04,32.29,87.58,100.76,91.77,0
